RevDate,RK,SRK,Rt,STrain,Train,SOr,SDe,Or,De,TN,RR,Dir,Loc,LLoc,DO,DC,SDO,SDC,DO1,DC1,SDO1,SDC1,LRD,DD,PLe,Delay,Note,Del,PDO,PDC,EOL,TS,ind,Code
07NOV2022,1,705/ 4:36:11-109,190,,109,"","",A80,S50,1,1,1,A80,"",04:36,04:36,"","",16584,16584,,,0,0,2,0,"",0,0,0,,08NOV1922:05:25:51.000000,1,""
07NOV2022,1,705/ 4:36:11-109,190,,109,"","",A80,S50,1,1,1,A90,A80,04:39,04:39,"","",16795,16795,,,0,0,5,0,"",0,0,0,,08NOV1922:05:25:51.000000,2,""
07NOV2022,1,705/ 4:36:11-109,190,,109,"","",A80,S50,1,1,1,S20,A90,04:45,04:45,"","",17102,17102,,,0,0,5,0,"",0,0,0,,08NOV1922:05:25:51.000000,3,""
07NOV2022,1,705/ 4:36:11-109,190,,109,"","",A80,S50,1,1,1,S40,S20,04:52,04:52,"","",17545,17545,,,0,0,0,0,"",0,0,0,,08NOV1922:05:25:51.000000,4,""
07NOV2022,1,705/ 4:36:11-109,190,,109,"","",A80,S50,1,1,1,S50,S40,04:56,04:56,"","",17794,17794,,,0,0,6,0,"",0,0,0,,08NOV1922:05:25:51.000000,5,""
07NOV2022,2,709/ 4:39:59-317,340,,317,"","",W40,Y10,2,1,2,W40,"",04:40,04:40,"","",16853,16853,,,0,0,0,0,"",0,0,0,,08NOV1922:05:25:51.000000,6,""
07NOV2022,2,709/ 4:39:59-317,340,,317,"","",W40,Y10,1,1,1,Y10,W40,04:43,04:43,"","",17013,17013,,,0,0,0,0,"",0,0,0,,08NOV1922:05:25:51.000000,7,""
07NOV2022,3,708/ 4:40:47-305,770,,305,"","",C60,C88,1,1,1,C60,"",04:41,04:41,"","",16864,16864,,,0,0,4,0,"",0,0,0,,08NOV1922:05:25:51.000000,8,""
07NOV2022,3,708/ 4:40:47-305,770,,305,"","",C60,C88,1,1,1,C70,C60,04:44,04:44,"","",17040,17040,,,0,0,0,0,"",0,0,0,,08NOV1922:05:25:51.000000,9,""
07NOV2022,3,708/ 4:40:47-305,770,,305,"","",C60,C88,1,1,1,C80,C70,04:50,04:50,"","",17452,17452,,,0,0,6,0,"",0,0,0,,08NOV1922:05:25:51.000000,10,""
07NOV2022,3,708/ 4:40:47-305,770,,305,"","",C60,C88,2,-1,1,C88,C80,04:53,04:53,"","",17615,17615,,,0,0,6,0,"",0,0,0,,08NOV1922:05:25:51.000000,11,""
07NOV2022,4,709/ 4:44: 1-315,2,,315,"","",Y10,C88,1,-1,2,Y10,"",04:44,04:44,"","",17076,17076,,,0,0,2,0,"",0,0,7,419,08NOV1922:05:25:51.000000,12,""
07NOV2022,4,709/ 4:44: 1-315,2,,315,"","",Y10,C88,2,1,2,W30,Y10,04:48,04:48,"","",17291,17296,,,0,0,0,0,"",0,7,7,419,08NOV1922:05:25:51.000000,13,""
07NOV2022,4,709/ 4:44: 1-315,2,,315,"","",Y10,C88,2,1,2,W20,W30,04:50,04:50,"","",17437,17437,,,0,0,0,0,"",0,7,7,419,08NOV1922:05:25:51.000000,14,""
07NOV2022,4,709/ 4:44: 1-315,2,,315,"","",Y10,C88,2,1,2,W10,W20,04:52,04:52,"","",17579,17579,,,0,0,0,0,"",0,7,7,419,08NOV1922:05:25:51.000000,15,""
07NOV2022,4,22956-17766-315-2,2,315,315,M90,C88,Y10,C88,2,1,2,M90,W10,04:55,04:57,04:56,04:56,17754,17820,17766,17766,-7,66,2,59,"",0,7,12,419,08NOV1922:05:25:51.000000,16,""
07NOV2022,4,22956-17766-315-2,2,315,315,M90,C88,Y10,C88,2,1,2,M80,M90,05:00,05:00,04:59,04:59,18015,18051,17970,17988,-9,18,5,9,"",0,12,14,419,08NOV1922:05:25:51.000000,17,""
07NOV2022,4,22956-17766-315-2,2,315,315,M90,C88,Y10,C88,2,1,2,M70,M80,05:03,05:03,05:01,05:02,18181,18212,18108,18126,10,13,5,23,"",0,14,20,419,08NOV1922:05:25:51.000000,18,""
07NOV2022,4,22956-17766-315-2,2,315,315,M90,C88,Y10,C88,2,1,2,M60,M70,05:05,05:06,05:04,05:04,18353,18384,18270,18288,-3,13,2,10,"",0,20,23,419,08NOV1922:05:25:51.000000,19,""
07NOV2022,4,22956-17766-315-2,2,315,315,M90,C88,Y10,C88,2,1,2,M50,M60,05:07,05:08,05:06,05:06,18477,18513,18390,18414,-9,12,2,3,"",0,23,27,419,08NOV1922:05:25:51.000000,20,""
