DayType,RevDate,TS,SchDate,SchCode,SDispatch,STrain,SRoute,SLength,RunOrder,SOrigin,SDest,SDO,SDC,LastStation,LinkMiles,RunTime,Dwell,Key,Order,TotalRunTime,TotalDwell,RemainingDwell,RemainingRunTime,RemainingRecoveryTime,RUNKEY,Train,Length,Route,DO,DC,Origin,Dest,SDisp,GateEntries,GateExits,TrainEntries,TrainExits,TransfersOff,TransfersOn,Location,LastLoc,OnePassups,MultiPassups,TrackNumber,ReverseRun,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10,NoService,Flow,LinkRunDelay,Lateness,DwellDelay,PL,TotalPatronsDO,TotalPatronsDC,Destination,Dir,Exits,HPOT,LPOT,UPOT,Color,SRK,ScheduleNote,Delay,Delayed,FOTF,EOL
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,274/ 5:18: 8-101,101,10,190,5:18:23,5:18:23,A80,S50,"",0,0,0,0,0,0,A80,"",0,0,1,1,,,,,,,,,,,1,0,0,0,0,2,0,0,"",1,,,,,Unscheduled,274/ 5:18: 8-101,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,274/ 5:18: 8-101,101,10,190,5:21:59,5:21:59,A80,S50,"",0,0,0,0,0,0,A90,A80,0,0,1,1,,,,,,,,,,,1,0,0,0,0,2,0,0,"",1,,,,,Unscheduled,274/ 5:18: 8-101,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,274/ 5:18: 8-101,101,10,190,5:27:12,5:27:12,A80,S50,"",0,0,0,0,0,0,S20,A90,0,0,1,1,,,,,,,,,,,1,0,0,0,0,2,0,0,"",1,,,,,Unscheduled,274/ 5:18: 8-101,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,274/ 5:18: 8-101,101,10,190,5:34:25,5:34:25,A80,S50,"",0,0,0,0,0,0,S40,S20,0,0,1,1,,,,,,,,,,,1,0,0,0,0,0,0,0,"",1,,,,,Unscheduled,274/ 5:18: 8-101,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,274/ 5:18: 8-101,101,10,190,5:42:18,5:42:18,A80,S50,"",0,0,0,0,0,0,S50,S40,0,0,1,1,,,,,,,,,,,1,0,0,0,0,2,0,0,"",1,,,,,Unscheduled,274/ 5:18: 8-101,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,281/14:41: 9-101,101,10,5,15:55:49,15:55:49,S50,K30,14:41:12,0,0,0,0,0,0,K10,A10,0,0,1,1,385,1830,1829,1724,1584,1808,1607,1610,1577,1243,1,0,0,0,0,4,0,0,A20,1,,,,,Green,281/14:41: 9-101,"",0,0,0,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,281/14:41: 9-101,101,10,5,15:56:30,15:56:30,S50,K30,14:41:12,0,0,0,0,0,0,K20,K10,0,0,1,1,385,1830,1829,1724,1584,1808,1607,1610,1577,1243,1,0,0,0,0,2,0,0,A20,1,,,,,Green,281/14:41: 9-101,"",0,0,0,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,281/14:41: 9-101,101,10,5,15:59:13,15:59:13,S50,K30,14:41:12,0,0,0,0,0,0,K30,K20,0,0,4,-1,385,1830,1829,1724,1584,1808,1607,1610,1577,1243,1,0,0,0,0,2,0,0,A20,1,,,,,Green,281/14:41: 9-101,OL,0,1,0,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,281/15:59:37-951,951,10,510,16:04:00,16:04:00,K30,A70,"",0,0,0,0,0,0,K30,"",0,0,4,1,,,,,,,,,,,1,0,0,0,0,4,0,0,"",2,,,,,Unscheduled,281/15:59:37-951,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,281/15:59:37-951,951,10,510,16:06:49,16:06:49,K30,A70,"",0,0,0,0,0,0,K20,K30,0,0,2,1,,,,,,,,,,,1,0,0,0,0,4,0,0,"",2,,,,,Unscheduled,281/15:59:37-951,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,281/15:59:37-951,951,10,510,16:07:46,16:07:46,K30,A70,"",0,0,0,0,0,0,K10,K20,0,0,2,1,,,,,,,,,,,1,0,0,0,0,0,0,0,"",2,,,,,Unscheduled,281/15:59:37-951,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,281/15:59:37-951,951,10,510,16:09:56,16:09:56,K30,A70,"",0,0,0,0,0,0,A10,K10,0,0,1,1,,,,,,,,,,,1,0,0,0,0,2,0,0,"",1,,,,,Unscheduled,281/15:59:37-951,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,281/15:59:37-951,951,10,510,16:12:57,16:12:57,K30,A70,"",0,0,0,0,0,0,A20,A10,0,0,1,1,,,,,,,,,,,1,0,0,0,0,2,0,0,"",1,,,,,Unscheduled,281/15:59:37-951,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,281/15:59:37-951,951,10,510,16:15:21,16:15:21,K30,A70,"",0,0,0,0,0,0,A30,A20,0,0,1,1,,,,,,,,,,,1,0,0,0,0,2,0,0,"",1,,,,,Unscheduled,281/15:59:37-951,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,281/15:59:37-951,951,10,510,16:18:37,16:18:37,K30,A70,"",0,0,0,0,0,0,A40,A30,0,0,1,1,,,,,,,,,,,1,0,0,0,0,2,0,0,"",1,,,,,Unscheduled,281/15:59:37-951,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,281/15:59:37-951,951,10,510,16:21:24,16:21:24,K30,A70,"",0,0,0,0,0,0,A50,A40,0,0,1,1,,,,,,,,,,,1,0,0,0,0,2,0,0,"",1,,,,,Unscheduled,281/15:59:37-951,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,281/15:59:37-951,951,10,510,16:24:52,16:24:52,K30,A70,"",0,0,0,0,0,0,A60,A50,0,0,1,1,,,,,,,,,,,1,0,0,0,0,0,0,0,"",1,,,,,Unscheduled,281/15:59:37-951,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,281/15:59:37-951,951,10,510,16:27:36,16:27:36,K30,A70,"",0,0,0,0,0,0,A70,A60,0,0,1,1,,,,,,,,,,,1,0,0,0,0,2,0,0,"",1,,,,,Unscheduled,281/15:59:37-951,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,282/ 1:45:17-301,301,10,770,25:49:59,25:49:59,C88,C60,"",0,0,0,0,0,0,C88,"",0,0,2,1,3142,4151,4028,4048,3050,3087,4141,4138,4002,3068,1,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,282/ 1:45:17-301,"",0,0,1,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,282/ 1:45:17-301,301,10,770,25:51:47,25:51:47,C88,C60,"",0,0,0,0,0,0,C80,C88,0,0,2,1,3142,4151,4028,4048,3050,3087,4141,4138,4002,3068,1,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,282/ 1:45:17-301,"",0,0,1,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,282/ 1:45:17-301,301,10,770,25:57:48,25:57:48,C88,C60,"",0,0,0,0,0,0,C70,C80,0,0,2,1,3142,4151,4028,4048,3050,3087,4141,4138,4002,3068,1,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,282/ 1:45:17-301,"",0,0,1,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,282/ 1:45:17-301,301,10,770,26:00:00,26:00:00,C88,C60,"",0,0,0,0,0,0,C60,C70,0,0,2,1,3142,4151,4028,4048,3050,3087,4141,4138,4002,3068,1,0,0,0,0,4,0,0,"",2,,,,,Unscheduled,282/ 1:45:17-301,"",0,0,1,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,282/ 5:32:34-301,301,10,770,5:32:53,5:32:53,C60,C80,"",0,0,0,0,0,0,C60,"",0,0,1,1,,,,,,,,,,,1,0,0,0,0,4,0,0,"",1,,,,,Unscheduled,282/ 5:32:34-301,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,282/ 5:32:34-301,301,10,770,5:35:47,5:35:47,C60,C80,"",0,0,0,0,0,0,C70,C60,0,0,1,1,,,,,,,,,,,1,0,0,0,0,0,0,0,"",1,,,,,Unscheduled,282/ 5:32:34-301,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,282/ 5:32:34-301,301,10,770,5:41:34,5:41:34,C60,C80,"",0,0,0,0,0,0,C80,C70,0,0,2,-1,,,,,,,,,,,1,0,0,0,0,2,0,0,"",1,,,,,Unscheduled,282/ 5:32:34-301,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,283/ 5:33:40-309,309,10,270,5:34:44,5:34:44,M90,C80,"",0,0,0,0,0,0,M90,"",0,0,2,1,,,,,,,,,,,1,0,0,0,0,0,0,0,"",2,,,,,Unscheduled,283/ 5:33:40-309,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,283/ 5:33:40-309,309,10,270,5:36:45,5:36:45,M90,C80,"",0,0,0,0,0,0,M80,M90,0,0,2,1,,,,,,,,,,,1,0,0,0,0,5,0,0,"",2,,,,,Unscheduled,283/ 5:33:40-309,"",0,0,,
Saturday,10SEP2022,11SEP1922:11:24:46.000000,14FEB2022,SA,"",,,,,"","","","","",,,,"",,,,,,,283/ 5:33:40-309,309,10,270,5:38:35,5:38:35,M90,C80,"",0,0,0,0,0,0,M70,M80,0,0,2,1,,,,,,,,,,,1,0,0,0,0,5,0,0,"",2,,,,,Unscheduled,283/ 5:33:40-309,"",0,0,,
