DayType,RevDate,TS,SchDate,SchCode,SDispatch,STrain,SRoute,SLength,RunOrder,SOrigin,SDest,SDO,SDC,LastStation,LinkMiles,RunTime,Dwell,Key,Order,TotalRunTime,TotalDwell,RemainingDwell,RemainingRunTime,RemainingRecoveryTime,RUNKEY,Train,Length,Route,DO,DC,Origin,Dest,SDisp,GateEntries,GateExits,TrainEntries,TrainExits,TransfersOff,TransfersOn,Location,LastLoc,OnePassups,MultiPassups,TrackNumber,ReverseRun,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10,NoService,Flow,LinkRunDelay,Lateness,DwellDelay,PL,TotalPatronsDO,TotalPatronsDC,Destination,Dir,Exits,HPOT,LPOT,UPOT,Color,SRK,ScheduleNote,Delay,Delayed,FOTF,EOL
Sunday,21AUG2022,22AUG1922:05:24:30.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,3/17:29: 9-918,918,10,770,17:29:29,17:29:29,C60,C80,"",0,0,0,0,0,0,C60,"",0,0,1,1,,,,,,,,,,,1,0,0,0,0,4,0,0,"",1,,,,,Unscheduled,3/17:29: 9-918,"",0,0,,
Sunday,21AUG2022,22AUG1922:05:24:30.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,3/17:29: 9-918,918,10,770,17:32:19,17:32:19,C60,C80,"",0,0,0,0,0,0,C70,C60,0,0,1,1,,,,,,,,,,,1,0,0,0,0,0,0,0,"",1,,,,,Unscheduled,3/17:29: 9-918,"",0,0,,
Sunday,21AUG2022,22AUG1922:05:24:30.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,3/17:29: 9-918,918,10,770,17:37:21,17:37:21,C60,C80,"",0,0,0,0,0,0,C80,C70,0,0,1,1,,,,,,,,,,,1,0,0,0,0,6,0,0,"",1,,,,,Unscheduled,3/17:29: 9-918,"",0,0,,
Sunday,21AUG2022,22AUG1922:05:24:30.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,10/ 1:45:59-305,305,10,770,25:50:33,25:50:33,C88,C60,"",0,0,0,0,0,0,C88,"",0,0,2,1,1254,1671,1827,1822,1761,1726,1602,1653,1735,1272,1,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,10/ 1:45:59-305,"",0,0,0,
Sunday,21AUG2022,22AUG1922:05:24:30.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,10/ 1:45:59-305,305,10,770,25:52:15,25:52:15,C88,C60,"",0,0,0,0,0,0,C80,C88,0,0,2,1,1254,1671,1827,1822,1761,1726,1602,1653,1735,1272,1,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,10/ 1:45:59-305,"",0,0,0,
Sunday,21AUG2022,22AUG1922:05:24:30.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,10/ 1:45:59-305,305,10,770,25:58:12,25:58:12,C88,C60,"",0,0,0,0,0,0,C70,C80,0,0,2,1,1254,1671,1827,1822,1761,1726,1602,1653,1735,1272,1,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,10/ 1:45:59-305,"",0,0,0,
Sunday,21AUG2022,22AUG1922:05:24:30.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,10/ 1:45:59-305,305,10,770,26:00:24,26:00:24,C88,C60,"",0,0,0,0,0,0,C60,C70,0,0,2,1,1254,1671,1827,1822,1761,1726,1602,1653,1735,1272,1,0,0,0,0,4,0,0,"",2,,,,,Unscheduled,10/ 1:45:59-305,"",0,0,0,
Sunday,21AUG2022,22AUG1922:05:24:30.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,10/19: 9:46-303,303,10,270,19:09:36,19:09:36,M10,C88,"",0,0,0,0,0,0,M10,"",0,0,1,-1,,,,,,,,,,,0,0,0,0,0,0,0,0,"",2,,,,,Unscheduled,10/19: 9:46-303,"",0,0,,
Sunday,21AUG2022,22AUG1922:05:24:30.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,10/19: 9:46-303,303,10,270,19:12:12,19:12:34,M10,C88,"",5,0,5,0,0,0,K10,M10,0,1,3,1,,,,,,,,,,,0,0,0,0,0,4,0,5,"",1,,,,,Unscheduled,10/19: 9:46-303,"",0,0,,
Sunday,21AUG2022,22AUG1922:05:24:30.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,10/19: 9:46-303,303,10,270,19:13:32,19:13:56,M10,C88,"",5,0,22,0,0,17,K20,K10,0,1,3,1,,,,,,,,,,,0,5,0,0,0,4,5,27,"",1,,,,,Unscheduled,10/19: 9:46-303,"",0,0,,
