DayType,RevDate,TS,SchDate,SchCode,SDispatch,STrain,SRoute,SLength,RunOrder,SOrigin,SDest,SDO,SDC,LastStation,LinkMiles,RunTime,Dwell,Key,Order,TotalRunTime,TotalDwell,RemainingDwell,RemainingRunTime,RemainingRecoveryTime,RUNKEY,Train,Length,Route,DO,DC,Origin,Dest,SDisp,GateEntries,GateExits,TrainEntries,TrainExits,TransfersOff,TransfersOn,Location,LastLoc,OnePassups,MultiPassups,TrackNumber,ReverseRun,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10,NoService,Flow,LinkRunDelay,Lateness,DwellDelay,PL,TotalPatronsDO,TotalPatronsDC,Destination,Dir,Exits,HPOT,LPOT,UPOT,Color,SRK,ScheduleNote,Delay,Delayed,FOTF,EOL
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,239/ 7:42:20-321,321,10,770,7:42:48,7:42:48,C80,C88,"",0,0,0,0,0,0,C80,"",0,0,1,1,,,,,,,,,,,1,0,0,0,0,2,0,0,,1,,,,,Unscheduled,239/ 7:42:20-321,"",0,0,,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,239/ 7:42:20-321,321,10,770,7:58:29,7:58:29,C80,C88,"",0,0,0,0,0,0,C88,C80,0,0,2,-1,,,,,,,,,,,1,0,0,0,0,2,0,0,,1,,,,,Unscheduled,239/ 7:42:20-321,"",0,0,,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,239/ 8:12:56-321,321,10,770,8:16:03,8:16:03,C60,C88,"",0,0,0,0,0,0,C60,"",0,0,2,-1,,,,,,,,,,,1,0,0,0,0,2,0,0,,1,,,,,Unscheduled,239/ 8:12:56-321,"",0,0,,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,239/ 8:12:56-321,321,10,770,8:18:46,8:18:46,C60,C88,"",0,0,0,0,0,0,C70,C60,0,0,2,-1,,,,,,,,,,,1,0,0,0,0,0,0,0,,1,,,,,Unscheduled,239/ 8:12:56-321,"",0,0,,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,239/ 8:12:56-321,321,10,770,8:26:59,8:26:59,C60,C88,"",0,0,0,0,0,0,C80,C70,0,0,1,1,,,,,,,,,,,1,0,0,0,0,2,0,0,,1,,,,,Unscheduled,239/ 8:12:56-321,"",0,0,,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,239/ 8:12:56-321,321,10,770,8:28:56,8:28:56,C60,C88,"",0,0,0,0,0,0,C88,C80,0,0,2,-1,,,,,,,,,,,1,0,0,0,0,2,0,0,,1,,,,,Unscheduled,239/ 8:12:56-321,"",0,0,,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,294/ 7:18:50-305,305,10,340,7:19:44,7:19:44,W40,Y10,"",0,0,0,0,0,0,W40,"",0,0,2,1,1239,1669,1662,1735,349,322,1840,1671,1695,314,0,0,0,0,0,0,0,0,,2,,,,,Unscheduled,294/ 7:18:50-305,"",0,0,0,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,294/ 7:18:50-305,305,10,340,7:22:09,7:22:09,W40,Y10,"",0,0,0,0,0,0,Y10,W40,0,0,1,1,1239,1669,1662,1735,349,322,1840,1671,1695,314,0,0,0,0,0,0,0,0,,1,,,,,Unscheduled,294/ 7:18:50-305,"",0,0,0,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,295/ 8:39:54-311,311,10,340,8:40:48,8:40:48,W40,Y10,"",4,0,4,0,0,0,W40,"",0,0,2,1,3017,4032,4152,4134,4132,4157,4256,4214,4139,3163,0,0,0,0,0,0,0,4,,2,,,,,Unscheduled,295/ 8:39:54-311,"",0,0,1,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,295/ 8:39:54-311,311,10,340,8:50:14,8:50:14,W40,Y10,"",0,4,0,4,0,0,Y10,W40,0,0,1,1,3017,4032,4152,4134,4132,4157,4256,4214,4139,3163,0,4,0,0,0,0,4,0,,1,,,,,Unscheduled,295/ 8:39:54-311,"",0,0,1,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,300/ 7:33:19-101,101,10,190,7:33:34,7:33:34,A80,S50,"",0,0,0,0,0,0,A80,"",0,0,1,1,3123,4024,4014,4019,3140,4255,4169,4254,4219,3001,1,0,0,0,0,2,0,0,,1,,,,,Unscheduled,300/ 7:33:19-101,"",0,0,1,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,300/ 7:33:19-101,101,10,190,7:37:06,7:37:06,A80,S50,"",0,0,0,0,0,0,A90,A80,0,0,1,1,3123,4024,4014,4019,3140,4255,4169,4254,4219,3001,1,0,0,0,0,5,0,0,,1,,,,,Unscheduled,300/ 7:33:19-101,"",0,0,1,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,300/ 7:33:19-101,101,10,190,7:42:13,7:42:13,A80,S50,"",0,0,0,0,0,0,S20,A90,0,0,1,1,3123,4024,4014,4019,3140,4255,4169,4254,4219,3001,1,0,0,0,0,2,0,0,,1,,,,,Unscheduled,300/ 7:33:19-101,"",0,0,1,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,300/ 7:33:19-101,101,10,190,7:49:11,7:49:11,A80,S50,"",0,0,0,0,0,0,S40,S20,0,0,1,1,3123,4024,4014,4019,3140,4255,4169,4254,4219,3001,1,0,0,0,0,0,0,0,,1,,,,,Unscheduled,300/ 7:33:19-101,"",0,0,1,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,300/ 7:33:19-101,101,10,190,7:52:10,7:52:10,A80,S50,"",0,0,0,0,0,0,S50,S40,0,0,1,1,3123,4024,4014,4019,3140,4255,4169,4254,4219,3001,1,0,0,0,0,2,0,0,,1,,,,,Unscheduled,300/ 7:33:19-101,"",0,0,1,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,303/ 1:20:51-307,307,10,540,25:22:17,25:22:17,K10,Y10,"",1,0,9,0,0,8,K10,"",0,0,3,-1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068,0,0,0,0,0,4,0,9,,2,,,,,Unscheduled,303/ 1:20:51-307,"",0,0,1,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,303/ 1:20:51-307,307,10,540,25:28:30,25:28:47,K10,Y10,"",2,0,2,0,0,0,M10,K10,0,0,1,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068,0,9,0,0,0,2,9,11,,1,,,,,Unscheduled,303/ 1:20:51-307,"",0,0,1,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,303/ 1:20:51-307,307,10,540,25:36:02,25:36:19,K10,Y10,"",0,1,0,1,0,0,M16,M10,0,0,1,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068,0,11,0,0,0,2,11,10,,1,,,,,Unscheduled,303/ 1:20:51-307,"",0,0,1,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,303/ 1:20:51-307,307,10,540,25:37:16,25:37:33,K10,Y10,"",2,1,2,1,0,0,M20,M16,0,0,1,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068,0,10,0,0,0,2,10,11,,1,,,,,Unscheduled,303/ 1:20:51-307,"",0,0,1,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,303/ 1:20:51-307,307,10,540,25:38:35,25:38:53,K10,Y10,"",1,2,1,2,0,0,M30,M20,0,0,1,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068,0,11,0,0,0,2,11,10,,1,,,,,Unscheduled,303/ 1:20:51-307,"",0,0,1,
Sunday,13NOV2022,14NOV1922:05:24:55.000000,15OCT2022,Mb,"",,,,,"","","","","",,,,"",,,,,,,303/ 1:20:51-307,307,10,540,25:39:59,25:42:41,K10,Y10,"",1,3,1,3,0,0,M40,M30,0,0,1,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068,0,10,0,0,0,2,10,8,,1,,,,,Unscheduled,303/ 1:20:51-307,"",0,0,1,
