DayType,RevDate,TS,SchDate,SchCode,SDispatch,STrain,SRoute,SLength,RunOrder,SOrigin,SDest,SDO,SDC,LastStation,LinkMiles,RunTime,Dwell,Key,Order,TotalRunTime,TotalDwell,RemainingDwell,RemainingRunTime,RemainingRecoveryTime,RUNKEY,Train,Length,Route,DO,DC,Origin,Dest,SDisp,GateEntries,GateExits,TrainEntries,TrainExits,TransfersOff,TransfersOn,Location,LastLoc,OnePassups,MultiPassups,TrackNumber,ReverseRun,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10,NoService,Flow,LinkRunDelay,Lateness,DwellDelay,PL,TotalPatronsDO,TotalPatronsDC,Destination,Dir,Exits,HPOT,LPOT,UPOT,Color,SRK,ScheduleNote,Delay,Delayed,FOTF,EOL
Saturday,29OCT2022,30OCT1922:11:25:10.000000,15OCT2022,Ma,"",,,,,"","","","","",,,,"",,,,,,,353/ 6:14: 9-323,323,10,770,6:18:07,6:18:07,C60,C88,"",0,0,0,0,0,0,C60,"",0,0,2,-1,,,,,,,,,,,1,0,0,0,0,2,0,0,"",1,,,,,Unscheduled,353/ 6:14: 9-323,"",0,0,,
Saturday,29OCT2022,30OCT1922:11:25:10.000000,15OCT2022,Ma,"",,,,,"","","","","",,,,"",,,,,,,353/ 6:14: 9-323,323,10,770,6:20:50,6:20:50,C60,C88,"",0,0,0,0,0,0,C70,C60,0,0,2,-1,,,,,,,,,,,1,0,0,0,0,0,0,0,"",1,,,,,Unscheduled,353/ 6:14: 9-323,"",0,0,,
Saturday,29OCT2022,30OCT1922:11:25:10.000000,15OCT2022,Ma,"",,,,,"","","","","",,,,"",,,,,,,353/ 6:14: 9-323,323,10,770,6:28:27,6:28:27,C60,C88,"",0,0,0,0,0,0,C80,C70,0,0,2,-1,,,,,,,,,,,1,0,0,0,0,2,0,0,"",1,,,,,Unscheduled,353/ 6:14: 9-323,"",0,0,,
Saturday,29OCT2022,30OCT1922:11:25:10.000000,15OCT2022,Ma,"",,,,,"","","","","",,,,"",,,,,,,353/ 6:14: 9-323,323,10,770,6:29:37,6:29:37,C60,C88,"",0,0,0,0,0,0,C88,C80,0,0,2,-1,,,,,,,,,,,1,0,0,0,0,2,0,0,"",1,,,,,Unscheduled,353/ 6:14: 9-323,"",0,0,,
Saturday,29OCT2022,30OCT1922:11:25:10.000000,15OCT2022,Ma,"",,,,,"","","","","",,,,"",,,,,,,402/ 5:32:34-101,101,10,190,5:32:48,5:32:48,A80,S50,"",0,0,0,0,0,0,A80,"",0,0,1,1,1235,1582,1828,1766,1908,1502,1518,1597,1606,339,1,0,0,0,0,4,0,0,"",1,,,,,Unscheduled,402/ 5:32:34-101,"",0,0,0,
Saturday,29OCT2022,30OCT1922:11:25:10.000000,15OCT2022,Ma,"",,,,,"","","","","",,,,"",,,,,,,402/ 5:32:34-101,101,10,190,5:36:27,5:36:27,A80,S50,"",0,0,0,0,0,0,A90,A80,0,0,1,1,1235,1582,1828,1766,1908,1502,1518,1597,1606,339,1,0,0,0,0,5,0,0,"",1,,,,,Unscheduled,402/ 5:32:34-101,"",0,0,0,
Saturday,29OCT2022,30OCT1922:11:25:10.000000,15OCT2022,Ma,"",,,,,"","","","","",,,,"",,,,,,,402/ 5:32:34-101,101,10,190,5:41:42,5:41:42,A80,S50,"",0,0,0,0,0,0,S20,A90,0,0,1,1,1235,1582,1828,1766,1908,1502,1518,1597,1606,339,1,0,0,0,0,2,0,0,"",1,,,,,Unscheduled,402/ 5:32:34-101,"",0,0,0,
Saturday,29OCT2022,30OCT1922:11:25:10.000000,15OCT2022,Ma,"",,,,,"","","","","",,,,"",,,,,,,402/ 5:32:34-101,101,10,190,5:48:54,5:48:54,A80,S50,"",0,0,0,0,0,0,S40,S20,0,0,1,1,1235,1582,1828,1766,1908,1502,1518,1597,1606,339,1,0,0,0,0,0,0,0,"",1,,,,,Unscheduled,402/ 5:32:34-101,"",0,0,0,
Saturday,29OCT2022,30OCT1922:11:25:10.000000,15OCT2022,Ma,"",,,,,"","","","","",,,,"",,,,,,,402/ 5:32:34-101,101,10,190,5:52:23,5:52:23,A80,S50,"",0,0,0,0,0,0,S50,S40,0,0,1,1,1235,1582,1828,1766,1908,1502,1518,1597,1606,339,1,0,0,0,0,6,0,0,"",1,,,,,Unscheduled,402/ 5:32:34-101,"",0,0,0,
Saturday,29OCT2022,30OCT1922:11:25:10.000000,15OCT2022,Ma,"",,,,,"","","","","",,,,"",,,,,,,409/ 7: 3:17-801,801,10,430,7:08:27,7:08:27,Y10,W40,"",0,0,0,0,0,0,Y10,"",0,0,2,1,1218,1804,1548,1819,1721,1505,1754,1911,1760,1244,0,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,409/ 7: 3:17-801,"",0,0,0,
