RevDate,RK,SRK,Rt,STrain,Train,SOr,SDe,Or,De,TN,RR,Dir,Loc,LLoc,DO,DC,SDO,SDC,DO1,DC1,SDO1,SDC1,LRD,DD,PLe,Delay,Note,Del,PDO,PDC,EOL,TS,ind,Code
13OCT2022,1,814/ 4:35:20-109,190,,109,"","",A80,S50,1,1,1,A80,"",04:35,04:35,"","",16535,16535,,,0,0,2,0,"",0,0,0,,14OCT1922:05:26:37.000000,1,""
13OCT2022,1,814/ 4:35:20-109,190,,109,"","",A80,S50,1,1,1,A90,A80,04:43,04:43,"","",16984,16984,,,0,0,2,0,"",0,0,0,,14OCT1922:05:26:37.000000,2,""
13OCT2022,1,814/ 4:35:20-109,190,,109,"","",A80,S50,1,1,1,S20,A90,04:48,04:48,"","",17292,17292,,,0,0,2,0,"",0,0,0,,14OCT1922:05:26:37.000000,3,""
13OCT2022,1,814/ 4:35:20-109,190,,109,"","",A80,S50,1,1,1,S40,S20,04:55,04:55,"","",17706,17706,,,0,0,0,0,"",0,0,0,,14OCT1922:05:26:37.000000,4,""
13OCT2022,1,814/ 4:35:20-109,190,,109,"","",A80,S50,1,1,1,S50,S40,04:58,04:58,"","",17936,17936,,,0,0,2,0,"",0,0,0,,14OCT1922:05:26:37.000000,5,""
13OCT2022,2,818/ 4:40:16-305,770,,305,"","",C60,C88,1,1,1,C60,"",04:40,04:40,"","",16835,16835,,,0,0,4,0,"",0,0,0,,14OCT1922:05:26:37.000000,6,""
13OCT2022,2,818/ 4:40:16-305,770,,305,"","",C60,C88,1,1,1,C70,C60,04:43,04:43,"","",17008,17008,,,0,0,0,0,"",0,0,0,,14OCT1922:05:26:37.000000,7,""
13OCT2022,2,818/ 4:40:16-305,770,,305,"","",C60,C88,1,1,1,C80,C70,04:57,04:57,"","",17867,17867,,,0,0,6,0,"",0,0,0,,14OCT1922:05:26:37.000000,8,""
13OCT2022,2,818/ 4:40:16-305,770,,305,"","",C60,C88,2,-1,1,C88,C80,04:59,04:59,"","",17978,17978,,,0,0,6,0,"",0,0,0,,14OCT1922:05:26:37.000000,9,""
13OCT2022,3,820/ 4:44:38-111,190,,111,"","",A80,S50,1,1,1,A80,"",04:44,04:44,"","",17092,17092,,,0,0,2,0,"",0,0,0,,14OCT1922:05:26:37.000000,10,""
13OCT2022,3,820/ 4:44:38-111,190,,111,"","",A80,S50,1,1,1,A90,A80,04:50,04:50,"","",17453,17453,,,0,0,2,0,"",0,0,0,,14OCT1922:05:26:37.000000,11,""
13OCT2022,3,820/ 4:44:38-111,190,,111,"","",A80,S50,1,1,1,S20,A90,04:56,04:56,"","",17765,17765,,,0,0,2,0,"",0,0,0,,14OCT1922:05:26:37.000000,12,""
13OCT2022,3,820/ 4:44:38-111,190,,111,"","",A80,S50,1,1,1,S40,S20,05:03,05:03,"","",18189,18189,,,0,0,0,0,"",0,0,0,,14OCT1922:05:26:37.000000,13,""
13OCT2022,3,820/ 4:44:38-111,190,,111,"","",A80,S50,1,1,1,S50,S40,05:08,05:08,"","",18536,18536,,,0,0,2,0,"",0,0,0,,14OCT1922:05:26:37.000000,14,""
13OCT2022,4,827/ 4:48:24-315,2,,315,"","",Y10,C88,3,-1,2,Y10,"",04:51,04:51,"","",17470,17470,,,0,0,2,0,"",0,0,0,334,14OCT1922:05:26:37.000000,15,""
